Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
886,Amritsar,punjab,Amritsar,Island,Popular tourist destination,Winter,Summer,Five Days,Low,12000,30000,1000.0,1519,No,yes,Y,NO,Y,no,2,4,3,10,2.0,8.0,2,9,Moderate,28,Medium,1982,NO,,Railway Station,34.651791,93.824132,3.2,26223,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Senior Citizens,No,Y,Yes,NO,https://example.com/image.jpg
887,Munnar,Kerala,Munnar,Wildlife,Popular tourist destination,Winter,Summer,5 Days,Medium,250,1500,,1114,N,no,yes,YES,Yes,Yes,4,8,9,6,,5.0,8,9,NA,9,High,1457,no,Airport,Railway Station,28.322536,93.061152,3.2,8933,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,No,yes,Y,Yes,https://example.com/image.jpg
888,Manali,Himachal Pradesh,Manali,Wildlife,Popular tourist destination,Winter,Summer,Five Days,Low,12000,1500,,1817,Y,NO,YES,yes,Y,N,4,7,8,8,,,3,1,Easy,12,Medium,48,YES,Airport,Railway Station,29.359202,79.721189,3.9,9011,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,NO,NO,No,Yes,https://example.com/image.jpg
889,Ooty,Tamil Nadu,Ooty,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Low,12000,30000,500.0,284,No,yes,NO,YES,Yes,YES,0,10,7,7,,8.0,7,8,Easy,35,Medium,21,Y,Airport,Railway Station,10.019578,83.481126,2.7,48930,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,Yes,YES,No,Y,https://example.com/image.jpg
890,Munnar,Kerala,Munnar,Island,Popular tourist destination,Winter,Summer,Five Days,High,12000,3000,,422,N,Y,yes,N,no,YES,4,8,5,8,,5.0,6,7,Easy,36,Low,2509,No,Airport,Railway Station,21.621271,76.095316,4.3,2561,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,YES,no,No,no,https://example.com/image.jpg
891,Manali,Himachal Pradesh,Manali,Religious,Popular tourist destination,Winter,Summer,5 Days,High,999999,1500,200.0,908,no,YES,no,no,yes,no,1,1,7,5,1.0,4.0,9,10,Difficult,32,Low,1976,no,Airport,Railway Station,28.196313,,3.6,17817,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,N,no,Y,no,https://example.com/image.jpg
892,Goa Beaches,Goa,Panaji,Pilgrimage,Popular tourist destination,Winter,Summer,5,Luxury,250,1500,,1733,No,yes,NO,N,No,no,7,10,3,1,10.0,10.0,4,10,Easy,34,Medium,2698,N,Airport,Railway Station,11.70179,82.759588,3.8,14381,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,Y,yes,No,No,https://example.com/image.jpg
893,Manali,Himachal Pradesh,Manali,National Park,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,3000,1000.0,818,Yes,Yes,no,N,Y,no,7,3,6,5,2.0,5.0,4,7,Easy,14,High,2665,no,Airport,Railway Station,,92.728147,4.9,13176,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Family,Y,Yes,yes,N,https://example.com/image.jpg
894,Mysuru Palace,Karnataka,Mysuru,Fort,Popular tourist destination,Winter,Summer,5,Luxury,999999,30000,,127,yes,N,NO,No,Y,Y,1,4,9,7,,,9,7,Easy,5,Medium,610,yes,Airport,Railway Station,25.020152,95.397847,3.4,46435,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,NO,no,YES,no,https://example.com/image.jpg
895,Jaipur,Rajasthan,Jaipur,National Park,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,3000,200.0,1463,no,N,yes,no,Yes,YES,3,5,6,2,6.0,6.0,3,1,Easy,22,Low,2425,Y,Airport,Railway Station,16.604165,79.404904,4.7,16311,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Couple,Y,No,N,Y,https://example.com/image.jpg
896,Mysuru Palace,Karnataka,Mysuru,Fort,Popular tourist destination,Winter,Summer,5,Luxury,250,1500,200.0,631,NO,NO,No,yes,No,yes,3,1,9,1,9.0,,1,9,Moderate,19,Medium,1214,no,Airport,Railway Station,21.872945,72.546091,3.5,10042,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,YES,Yes,no,N,https://example.com/image.jpg
897,Munnar,Kerala,Munnar,Forest,Popular tourist destination,Winter,Summer,Five Days,High,12000,100,200.0,481,Y,Y,No,N,Yes,no,6,10,8,1,,,6,2,Moderate,24,High,2735,N,Airport,Railway Station,32.525262,71.594856,2.5,29659,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,NO,no,Y,Y,https://example.com/image.jpg
898,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,1500,1000.0,1630,No,NO,YES,yes,yes,No,6,7,2,9,7.0,7.0,5,6,Moderate,9,Medium,3457,yes,Airport,Railway Station,30.724945,76.753165,4.6,20465,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Other,Y,YES,No,Yes,https://example.com/image.jpg
899,Varanasi Ghats,Uttar Pradesh,Varanasi,National Park,Popular tourist destination,Winter,Summer,5 Days,Medium,12000,1500,200.0,375,NO,Y,Y,N,Y,Yes,4,8,2,7,,,1,9,NA,22,High,1687,Yes,Airport,Railway Station,18.062377,72.767191,3.7,9024,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,Y,NO,YES,N,https://example.com/image.jpg
900,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,Five Days,Medium,999999,100,1000.0,1970,yes,Y,yes,No,N,N,0,4,9,2,2.0,,8,1,Difficult,5,Medium,465,yes,Airport,Railway Station,13.042748,93.402956,,34396,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,no,N,N,NO,https://example.com/image.jpg
901,Mysuru Palace,Karnataka,Mysuru,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,High,250,3000,500.0,1156,Yes,No,NO,N,YES,N,2,4,7,6,,,1,5,Moderate,38,High,1786,N,Airport,Railway Station,32.310433,91.991736,3.6,2490,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,yes,NO,no,Yes,https://example.com/image.jpg
902,Munnar,Kerala,Munnar,Historical,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,100,,409,No,no,NO,YES,N,NO,2,6,8,5,9.0,,1,7,Difficult,36,High,695,no,Airport,Railway Station,21.853223,72.529357,2.9,42198,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,Yes,Yes,NO,Yes,https://example.com/image.jpg
903,Goa Beaches,Goa,Panaji,Palace,Popular tourist destination,Winter,Summer,5,Low,250,30000,500.0,1763,N,Yes,No,No,No,YES,4,3,8,6,,4.0,8,2,Moderate,34,Medium,2142,no,Airport,Railway Station,31.728909,93.332835,3.0,29552,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,Yes,No,no,N,https://example.com/image.jpg
904,Goa Beaches,Goa,Panaji,Historical,Popular tourist destination,Winter,Summer,05 Days,High,250,100,500.0,763,Yes,No,N,YES,no,No,2,7,6,8,,8.0,5,6,Moderate,17,Low,627,yes,Airport,Railway Station,34.903285,96.589045,2.7,38847,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,No,Y,Y,NO,https://example.com/image.jpg
905,Jaipur,Rajasthan,Jaipur,Waterfall,Popular tourist destination,Winter,Summer,5,Medium,5000,30000,200.0,672,YES,No,NO,YES,yes,no,1,7,3,8,3.0,,3,3,NA,10,High,3419,no,Airport,Railway Station,34.283369,72.693692,4.8,24012,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,NO,N,Y,No,https://example.com/image.jpg
906,Ooty,Tamil Nadu,Ooty,Nature,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,30000,,1772,YES,yes,Y,no,NO,yes,1,4,10,8,,3.0,4,7,Difficult,5,Low,58,YES,Airport,Railway Station,19.899858,74.208542,2.7,25629,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,No,Y,YES,Y,https://example.com/image.jpg
907,Varanasi Ghats,Uttar Pradesh,Varanasi,Nature,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,30000,1000.0,1003,yes,yes,no,Y,NO,YES,2,1,4,7,4.0,2.0,6,3,NA,28,Low,1502,no,Airport,Railway Station,19.797701,95.86412,4.4,23404,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,YES,Yes,Yes,no,https://example.com/image.jpg
908,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,30000,,796,Y,yes,No,Yes,Y,NO,1,4,10,5,,6.0,6,8,Moderate,20,Medium,535,YES,Airport,Railway Station,26.391914,79.263341,5.0,8304,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,No,N,no,Yes,https://example.com/image.jpg
909,Munnar,Kerala,Munnar,Beach,Popular tourist destination,Winter,Summer,Five Days,High,999999,1500,1000.0,1294,NO,YES,yes,no,no,N,0,5,7,2,,,4,1,NA,17,Medium,1772,Yes,Airport,Railway Station,21.359831,95.80861,2.5,35994,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,no,No,YES,no,https://example.com/image.jpg
910,Jaipur,Rajasthan,Jaipur,Beach,Popular tourist destination,Winter,Summer,5,Unknown,12000,1500,,732,yes,No,YES,No,N,Y,4,5,9,2,8.0,,8,8,NA,8,Low,1123,NO,,Railway Station,31.638854,76.499629,4.5,46990,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,Y,N,YES,YES,https://example.com/image.jpg
911,Manali,Himachal Pradesh,Manali,Palace,Popular tourist destination,Winter,Summer,5 Days,Medium,12000,3000,500.0,789,Y,NO,Yes,NO,Y,yes,5,10,1,4,,,8,6,Moderate,21,High,2195,NO,Airport,Railway Station,15.106458,79.322699,4.1,30403,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,N,Y,NO,no,https://example.com/image.jpg
912,Munnar,Kerala,Munnar,Waterfall,,Winter,Summer,5,Medium,12000,30000,500.0,935,no,no,Yes,NO,Yes,YES,7,6,5,10,6.0,,5,8,NA,17,High,621,NO,Airport,Railway Station,9.652653,77.382308,3.0,36726,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,NO,N,yes,No,https://example.com/image.jpg
913,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,5,Low,5000,3000,1000.0,320,NO,no,NO,YES,yes,Yes,4,6,8,8,5.0,,4,3,Difficult,29,Medium,1797,Y,Airport,Railway Station,19.055005,83.622189,2.9,31203,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Y,no,no,YES,https://example.com/image.jpg
914,Munnar,Kerala,Munnar,Desert,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,3000,1000.0,439,Y,Y,no,no,Y,NO,5,2,9,1,,9.0,8,1,NA,24,Medium,1031,Y,Airport,Railway Station,18.761007,87.512642,3.1,39430,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,NO,no,NO,N,https://example.com/image.jpg
915,Amritsar,Punjab,Amritsar,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Low,999999,1500,1000.0,1744,No,no,Yes,NO,N,No,4,5,5,4,6.0,,5,3,NA,16,High,2625,YES,Airport,Railway Station,15.617176,90.7646,4.1,45604,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,N,yes,YES,YES,https://example.com/image.jpg
916,Mysuru Palace,Karnataka,Mysuru,Island,Popular tourist destination,Winter,Summer,5 Days,Medium,5000,3000,500.0,1811,NO,No,no,NO,yes,yes,1,4,10,8,2.0,7.0,5,3,NA,23,Medium,345,No,Airport,Railway Station,18.272599,81.1054,3.6,32083,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,No,Yes,NO,N,https://example.com/image.jpg
917,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,Five Days,Low,12000,3000,200.0,1038,No,N,N,NO,YES,YES,5,4,2,3,10.0,,3,7,NA,12,Medium,1684,no,Airport,Railway Station,24.283505,83.422468,2.6,31857,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,yes,no,YES,YES,https://example.com/image.jpg
918,Ooty,Tamil Nadu,Ooty,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,High,5000,1500,1000.0,123,No,Yes,YES,Y,YES,Yes,4,4,6,8,7.0,,4,4,Difficult,30,Medium,15,N,Airport,Railway Station,12.396472,90.667211,3.3,40737,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,Y,YES,Y,No,https://example.com/image.jpg
919,Mysuru Palace,Karnataka,Mysuru,Fort,Popular tourist destination,Winter,Summer,05 Days,Luxury,250,3000,1000.0,1685,no,Yes,Y,No,No,no,1,1,1,3,9.0,7.0,2,7,NA,20,Medium,2860,Y,Airport,Railway Station,,74.58702,3.9,18964,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,yes,no,yes,N,https://example.com/image.jpg
920,Goa Beaches,Goa,Panaji,Fort,Popular tourist destination,Winter,Summer,5,Low,5000,3000,1000.0,1209,N,yes,Yes,YES,YES,No,6,2,7,4,2.0,,8,8,Difficult,28,Medium,2260,no,Airport,Railway Station,23.38433,79.005201,4.4,24882,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,NO,Y,Yes,Yes,https://example.com/image.jpg
921,Ooty,Tamil Nadu,Ooty,Religious,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,3000,1000.0,1555,Yes,YES,NO,NO,YES,yes,3,7,4,2,,,8,5,NA,38,High,931,No,Airport,Railway Station,24.024759,91.757644,4.2,31901,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Yes,NO,NO,no,https://example.com/image.jpg
922,Ooty,Tamil Nadu,Ooty,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,3000,,163,Y,Yes,yes,no,YES,YES,2,7,6,1,4.0,,8,4,NA,34,High,817,YES,Airport,Railway Station,12.247398,,4.4,36463,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,Y,no,Yes,NO,https://example.com/image.jpg
923,Varanasi Ghats,Uttar Pradesh,Varanasi,Palace,Popular tourist destination,Winter,Summer,Five Days,High,999999,1500,,864,NO,NO,Y,YES,No,yes,2,1,9,9,,,9,2,Easy,26,High,3064,N,Airport,Railway Station,10.061811,,3.9,41212,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Other,no,no,N,NO,https://example.com/image.jpg
924,Manali,Himachal Pradesh,Manali,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,100,200.0,616,No,YES,Yes,Y,YES,Y,4,3,3,6,,,2,4,Easy,6,High,539,no,Airport,Railway Station,14.33781,89.60784,4.8,4886,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,yes,no,yes,YES,https://example.com/image.jpg
925,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,05 Days,Luxury,999999,100,1000.0,1914,Yes,N,N,YES,YES,N,3,10,4,2,3.0,,5,8,Moderate,26,High,2678,yes,Airport,Railway Station,29.517212,70.174153,4.3,4058,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,No,NO,No,NO,https://example.com/image.jpg
926,Mysuru Palace,Karnataka,Mysuru,Forest,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,100,,972,NO,Y,no,yes,N,YES,6,9,1,1,,,7,3,Easy,20,Low,1541,no,Airport,Railway Station,32.393865,81.631649,5.0,48584,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,N,no,NO,N,https://example.com/image.jpg
927,Munnar,Kerala,Munnar,National Park,Popular tourist destination,Winter,Summer,5 Days,Luxury,5000,30000,,1167,no,YES,N,N,no,NO,0,2,5,8,10.0,1.0,5,2,Difficult,34,High,321,Yes,Airport,Railway Station,19.157173,75.578255,2.9,11193,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,NO,Yes,No,yes,https://example.com/image.jpg
928,Jaipur,Rajasthan,Jaipur,Island,Popular tourist destination,Winter,Summer,Five Days,Unknown,999999,100,200.0,453,NO,N,Y,Yes,No,NO,7,6,9,10,,4.0,9,10,NA,38,High,1794,YES,Airport,Railway Station,9.150776,91.519475,3.8,37185,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Couple,no,Y,N,Y,https://example.com/image.jpg
929,Mysuru Palace,Karnataka,Mysuru,National Park,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,30000,1000.0,1888,NO,NO,Y,YES,yes,no,0,9,2,9,,,10,5,NA,7,Medium,2178,no,Airport,Railway Station,11.184525,94.592392,4.8,22290,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,YES,NO,No,N,https://example.com/image.jpg
930,Amritsar,Punjab,Amritsar,National Park,Popular tourist destination,Winter,Summer,5,Luxury,999999,30000,200.0,234,Yes,N,No,No,NO,yes,0,3,10,3,,7.0,4,6,Moderate,21,Low,613,YES,Airport,Railway Station,33.419203,81.059311,3.1,44044,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,YES,No,no,N,https://example.com/image.jpg
931,Jaipur,Rajasthan,Jaipur,Fort,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,1500,,1777,Yes,yes,YES,No,Y,NO,1,7,10,6,,,9,6,Easy,32,Medium,901,Yes,Airport,Railway Station,,71.376606,3.4,25401,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,No,no,no,Yes,https://example.com/image.jpg
932,Munnar,Kerala,Munnar,Palace,Popular tourist destination,Winter,Summer,5 Days,Low,5000,1500,,946,Y,no,NO,No,Y,yes,6,1,10,4,,5.0,9,8,NA,11,Medium,401,YES,Airport,Railway Station,8.876145,91.670242,3.7,33526,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,NO,no,N,YES,https://example.com/image.jpg
933,Mysuru Palace,Karnataka,Mysuru,Island,Popular tourist destination,Winter,Summer,Five Days,Medium,250,30000,500.0,239,Yes,YES,No,YES,No,N,6,2,3,2,5.0,,2,4,Easy,20,Low,1920,YES,Airport,Railway Station,15.165229,94.582885,3.8,2575,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,Y,YES,No,yes,https://example.com/image.jpg
934,Ooty,Tamil Nadu,Ooty,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,1500,500.0,1880,N,no,No,Y,no,Yes,0,10,5,4,,,7,2,Difficult,29,Medium,488,Y,Airport,Railway Station,9.045611,85.061923,,2824,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,Y,Yes,Yes,YES,https://example.com/image.jpg
935,Varanasi Ghats,Uttar Pradesh,Varanasi,Religious,Popular tourist destination,Winter,Summer,05 Days,Medium,12000,3000,1000.0,1177,Yes,N,no,YES,YES,Y,0,9,1,5,3.0,7.0,5,8,NA,29,High,1100,yes,,Railway Station,9.116874,85.619148,4.2,37878,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,Yes,No,Y,yes,https://example.com/image.jpg
936,Ooty,Tamil Nadu,Ooty,Island,Popular tourist destination,Winter,Summer,Five Days,High,12000,3000,200.0,1136,yes,Yes,Y,YES,Yes,no,7,10,8,10,6.0,7.0,2,6,Moderate,17,Medium,196,YES,Airport,Railway Station,32.56104,91.425502,2.6,21242,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,no,Y,Y,NO,https://example.com/image.jpg
937,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,5 Days,Medium,5000,100,500.0,746,No,NO,Y,no,YES,N,0,7,3,6,,2.0,8,8,Moderate,36,High,2195,No,Airport,Railway Station,12.377248,68.271802,4.7,23070,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,N,NO,NO,yes,https://example.com/image.jpg
938,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,5,Unknown,250,30000,,1330,No,No,no,yes,No,yes,6,7,6,9,,,6,7,Easy,16,Low,1887,YES,Airport,Railway Station,31.466396,71.732828,4.9,2522,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,YES,Yes,No,yes,https://example.com/image.jpg
939,Amritsar,Punjab,Amritsar,Beach,,Winter,Summer,5,High,250,100,200.0,567,Yes,NO,no,No,NO,No,0,4,2,2,4.0,,1,6,Difficult,28,High,2438,YES,Airport,Railway Station,12.961382,75.137556,4.3,18825,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,no,yes,Yes,yes,https://example.com/image.jpg
940,Munnar,Kerala,Munnar,Forest,Popular tourist destination,Winter,Summer,5,Medium,12000,100,,928,Yes,Y,YES,no,Yes,Y,2,2,4,4,10.0,6.0,1,10,Difficult,33,Medium,472,NO,,Railway Station,10.909594,85.179649,3.8,32236,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,yes,Yes,no,no,https://example.com/image.jpg
941,Ooty,Tamil Nadu,Ooty,Forest,Popular tourist destination,Winter,Summer,Five Days,Low,12000,3000,200.0,1863,Yes,No,No,no,Yes,YES,5,3,6,9,,4.0,5,2,Difficult,22,High,1081,NO,Airport,Railway Station,16.767522,82.916923,,4722,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,NO,N,N,Y,https://example.com/image.jpg
942,Ooty,Tamil Nadu,Ooty,Palace,Popular tourist destination,Winter,Summer,5,Unknown,5000,1500,1000.0,557,No,Yes,YES,YES,NO,YES,7,1,5,2,2.0,6.0,4,1,NA,20,Medium,45,yes,Airport,Railway Station,11.787064,83.34715,3.3,34769,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,yes,no,Yes,No,https://example.com/image.jpg
943,Manali,Himachal Pradesh,Manali,National Park,Popular tourist destination,Winter,Summer,5,Unknown,5000,1500,1000.0,841,No,N,yes,Yes,Yes,N,5,3,10,9,3.0,,8,7,Easy,17,High,2049,Yes,Airport,Railway Station,23.354148,74.140182,3.4,28828,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,Y,Yes,YES,yes,https://example.com/image.jpg
944,Jaipur,Rajasthan,Jaipur,Beach,Popular tourist destination,Winter,Summer,Five Days,Medium,5000,3000,500.0,761,No,YES,no,Yes,N,No,5,6,9,3,,,1,5,Difficult,34,High,2403,N,Airport,Railway Station,30.67572,75.749725,5.8,42580,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,yes,YES,YES,YES,https://example.com/image.jpg
945,Manali,Himachal Pradesh,Manali,Nature,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,30000,200.0,353,N,No,no,yes,Yes,Yes,0,2,4,1,,1.0,9,3,Difficult,38,High,2741,N,Airport,Railway Station,19.751047,79.862975,4.8,25846,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,Y,N,NO,Yes,https://example.com/image.jpg
946,Varanasi Ghats,uttar pradesh,Varanasi,Lake,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,1500,1000.0,608,No,no,Yes,Y,yes,No,7,6,2,9,1.0,5.0,9,4,Easy,20,Medium,1206,yes,Airport,Railway Station,8.915095,80.82872,3.3,39441,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,NO,no,yes,YES,https://example.com/image.jpg
